edited_type,index,condition_video,condition_image,prompt
back_change,00077,IntelligentVBench/videos/TIV2V/00077.mp4,IntelligentVBench/images/TIV2V/00077.png,replace the background with the scene shown in the image.
back_change,00078,IntelligentVBench/videos/TIV2V/00078.mp4,IntelligentVBench/images/TIV2V/00078.png,replace the background with the scene shown in the image.
back_change,00079,IntelligentVBench/videos/TIV2V/00079.mp4,IntelligentVBench/images/TIV2V/00079.png,replace the background with the scene shown in the image.
back_change,00080,IntelligentVBench/videos/TIV2V/00080.mp4,IntelligentVBench/images/TIV2V/00080.png,replace the background of sunset with the scene shown in the image.
back_change,00081,IntelligentVBench/videos/TIV2V/00081.mp4,IntelligentVBench/images/TIV2V/00081.png,replace the background with the scene shown in the image.
back_change,00082,IntelligentVBench/videos/TIV2V/00082.mp4,IntelligentVBench/images/TIV2V/00082.png,replace the background with the scene shown in the image.
back_change,00083,IntelligentVBench/videos/TIV2V/00083.mp4,IntelligentVBench/images/TIV2V/00083.png,replace background with a scene of a minimalist kitchen as shown in the image.
back_change,00084,IntelligentVBench/videos/TIV2V/00084.mp4,IntelligentVBench/images/TIV2V/00084.png,replace the background with the scene shown in the image.
back_change,00085,IntelligentVBench/videos/TIV2V/00085.mp4,IntelligentVBench/images/TIV2V/00085.png,replace the background with the scene shown in the image.
back_change,00086,IntelligentVBench/videos/TIV2V/00086.mp4,IntelligentVBench/images/TIV2V/00086.png,replace the background with the scene shown in the image.
back_change,00087,IntelligentVBench/videos/TIV2V/00087.mp4,IntelligentVBench/images/TIV2V/00087.png,replace background with the scene shown in the image.
back_change,00088,IntelligentVBench/videos/TIV2V/00088.mp4,IntelligentVBench/images/TIV2V/00088.png,replace the background with the scene shown in the image.
back_change,00089,IntelligentVBench/videos/TIV2V/00089.mp4,IntelligentVBench/images/TIV2V/00089.png,replace the background with the scene shown in the image.
back_change,00090,IntelligentVBench/videos/TIV2V/00090.mp4,IntelligentVBench/images/TIV2V/00090.png,replace background with a scene of white sheer curtains as shown in the image.
back_change,00091,IntelligentVBench/videos/TIV2V/00091.mp4,IntelligentVBench/images/TIV2V/00091.png,replace the dynamic tech lab with the scene shown in the image.
back_change,00092,IntelligentVBench/videos/TIV2V/00092.mp4,IntelligentVBench/images/TIV2V/00092.png,replace the background with the scene shown in the image.
back_change,00093,IntelligentVBench/videos/TIV2V/00093.mp4,IntelligentVBench/images/TIV2V/00093.png,replace the background with the scene shown in the image.
back_change,00094,IntelligentVBench/videos/TIV2V/00094.mp4,IntelligentVBench/images/TIV2V/00094.png,replace the background with the scene shown in the image.
back_change,00095,IntelligentVBench/videos/TIV2V/00095.mp4,IntelligentVBench/images/TIV2V/00095.png,replace the background with the scene shown in the image.
back_change,00096,IntelligentVBench/videos/TIV2V/00096.mp4,IntelligentVBench/images/TIV2V/00096.png,replace the rooftop scene with the scene shown in the image.
back_change,00097,IntelligentVBench/videos/TIV2V/00097.mp4,IntelligentVBench/images/TIV2V/00097.png,replace the background with the scene shown in the image.
back_change,00098,IntelligentVBench/videos/TIV2V/00098.mp4,IntelligentVBench/images/TIV2V/00098.png,replace the background with the scene shown in the image.
back_change,00099,IntelligentVBench/videos/TIV2V/00099.mp4,IntelligentVBench/images/TIV2V/00099.png,replace the background with the scene shown in the image.
back_change,00100,IntelligentVBench/videos/TIV2V/00100.mp4,IntelligentVBench/images/TIV2V/00100.png,replace the background with the scene shown in the image.
back_change,00101,IntelligentVBench/videos/TIV2V/00101.mp4,IntelligentVBench/images/TIV2V/00101.png,replace the background with a scene of a modern studio set as shown in the image.
back_change,00102,IntelligentVBench/videos/TIV2V/00102.mp4,IntelligentVBench/images/TIV2V/00102.png,replace the background with the scene shown in the image.
back_change,00103,IntelligentVBench/videos/TIV2V/00103.mp4,IntelligentVBench/images/TIV2V/00103.png,replace the background with the scene shown in the image.
back_change,00104,IntelligentVBench/videos/TIV2V/00104.mp4,IntelligentVBench/images/TIV2V/00104.png,replace the background with a scene of overgrown garden and greenhouse as shown in the image.
back_change,00105,IntelligentVBench/videos/TIV2V/00105.mp4,IntelligentVBench/images/TIV2V/00105.png,replace the background with the scene shown in the image.
back_change,00106,IntelligentVBench/videos/TIV2V/00106.mp4,IntelligentVBench/images/TIV2V/00106.png,replace the background with the scene shown in the image.
back_change,00107,IntelligentVBench/videos/TIV2V/00107.mp4,IntelligentVBench/images/TIV2V/00107.png,replace the background of the video with the scene shown in the image.
back_change,00108,IntelligentVBench/videos/TIV2V/00108.mp4,IntelligentVBench/images/TIV2V/00108.png,replace the background in the video with the scene shown in the image.
back_change,00109,IntelligentVBench/videos/TIV2V/00109.mp4,IntelligentVBench/images/TIV2V/00109.png,replace the background with the scene shown in the image.
back_change,00110,IntelligentVBench/videos/TIV2V/00110.mp4,IntelligentVBench/images/TIV2V/00110.png,replace the background with the scene shown in the image.
back_change,00111,IntelligentVBench/videos/TIV2V/00111.mp4,IntelligentVBench/images/TIV2V/00111.png,replace the background with the scene shown in the image.
back_change,00112,IntelligentVBench/videos/TIV2V/00112.mp4,IntelligentVBench/images/TIV2V/00112.png,replace the background with the scene shown in the image.
back_change,00113,IntelligentVBench/videos/TIV2V/00113.mp4,IntelligentVBench/images/TIV2V/00113.png,replace the background with the scene shown in the image.
back_change,00114,IntelligentVBench/videos/TIV2V/00114.mp4,IntelligentVBench/images/TIV2V/00114.png,replace the background with the scene shown in the image.
back_change,00115,IntelligentVBench/videos/TIV2V/00115.mp4,IntelligentVBench/images/TIV2V/00115.png,replace the background with the scene shown in the image.
back_change,00116,IntelligentVBench/videos/TIV2V/00116.mp4,IntelligentVBench/images/TIV2V/00116.png,replace the background with the scene shown in the image while keeping the subject still.
back_change,00117,IntelligentVBench/videos/TIV2V/00117.mp4,IntelligentVBench/images/TIV2V/00117.png,replace the background with the scene shown in the image.
back_change,00118,IntelligentVBench/videos/TIV2V/00118.mp4,IntelligentVBench/images/TIV2V/00118.png,replace the background with the scene shown in the image.
back_change,00119,IntelligentVBench/videos/TIV2V/00119.mp4,IntelligentVBench/images/TIV2V/00119.png,replace the background with the scene shown in the image.
back_change,00120,IntelligentVBench/videos/TIV2V/00120.mp4,IntelligentVBench/images/TIV2V/00120.png,replace the background with a scene of ancient roman courtyard as shown in the image
back_change,00121,IntelligentVBench/videos/TIV2V/00121.mp4,IntelligentVBench/images/TIV2V/00121.png,replace the background with the scene shown in the image.
back_change,00122,IntelligentVBench/videos/TIV2V/00122.mp4,IntelligentVBench/images/TIV2V/00122.png,replace the background with the scene shown in the image.
back_change,00123,IntelligentVBench/videos/TIV2V/00123.mp4,IntelligentVBench/images/TIV2V/00123.png,replace the background with the scene shown in the image.
back_change,00124,IntelligentVBench/videos/TIV2V/00124.mp4,IntelligentVBench/images/TIV2V/00124.png,replace the background with the scene shown in the image.
back_change,00125,IntelligentVBench/videos/TIV2V/00125.mp4,IntelligentVBench/images/TIV2V/00125.png,replace the background with the scene shown in the image while keeping the subject still.
back_change,00126,IntelligentVBench/videos/TIV2V/00126.mp4,IntelligentVBench/images/TIV2V/00126.png,replace the background with the scene shown in the image
back_change,00127,IntelligentVBench/videos/TIV2V/00127.mp4,IntelligentVBench/images/TIV2V/00127.png,replace the background with a scene of a ship's command bridge as shown in the image.
back_change,00128,IntelligentVBench/videos/TIV2V/00128.mp4,IntelligentVBench/images/TIV2V/00128.png,replace the background with the scene shown in the image.
back_change,00129,IntelligentVBench/videos/TIV2V/00129.mp4,IntelligentVBench/images/TIV2V/00129.png,replace the background with the scene shown in the image.
back_change,00130,IntelligentVBench/videos/TIV2V/00130.mp4,IntelligentVBench/images/TIV2V/00130.png,replace the background with a scene of a vintage toy workshop as shown in the image.
back_change,00131,IntelligentVBench/videos/TIV2V/00131.mp4,IntelligentVBench/images/TIV2V/00131.png,replace the background with the scene shown in the image.
back_change,00132,IntelligentVBench/videos/TIV2V/00132.mp4,IntelligentVBench/images/TIV2V/00132.png,replace the background with the scene shown in the image.
back_change,00133,IntelligentVBench/videos/TIV2V/00133.mp4,IntelligentVBench/images/TIV2V/00133.png,replace the background with the scene shown in the image.
back_change,00134,IntelligentVBench/videos/TIV2V/00134.mp4,IntelligentVBench/images/TIV2V/00134.png,replace the background with the scene shown in the image.
back_change,00135,IntelligentVBench/videos/TIV2V/00135.mp4,IntelligentVBench/images/TIV2V/00135.png,replace the background with a scene of luxury yacht deck at sunset as shown in the image.
back_change,00136,IntelligentVBench/videos/TIV2V/00136.mp4,IntelligentVBench/images/TIV2V/00136.png,replace the background with the scene shown in the image while keeping the foreground still.
back_change,00137,IntelligentVBench/videos/TIV2V/00137.mp4,IntelligentVBench/images/TIV2V/00137.png,replace the background with the scene shown in the image.
back_change,00138,IntelligentVBench/videos/TIV2V/00138.mp4,IntelligentVBench/images/TIV2V/00138.png,replace the background with the scene shown in the image.
back_change,00139,IntelligentVBench/videos/TIV2V/00139.mp4,IntelligentVBench/images/TIV2V/00139.png,replace the background with the scene shown in the image.
local_add,00140,IntelligentVBench/videos/TIV2V/00140.mp4,IntelligentVBench/images/TIV2V/00140.png,"add the man in the image to the right side of the table, facing the other speaker."
local_add,00141,IntelligentVBench/videos/TIV2V/00141.mp4,IntelligentVBench/images/TIV2V/00141.png,add the woman in the image to stand on the left side of the man and talk with the man.
local_add,00142,IntelligentVBench/videos/TIV2V/00142.mp4,IntelligentVBench/images/TIV2V/00142.png,"add the chair in the image to the right side of the living room, positioned near the white curtains and facing slightly toward the center of the room."
local_add,00143,IntelligentVBench/videos/TIV2V/00143.mp4,IntelligentVBench/images/TIV2V/00143.png,add the man in the image seated at the table by the pool.
local_add,00144,IntelligentVBench/videos/TIV2V/00144.mp4,IntelligentVBench/images/TIV2V/00144.png,"add the white hatchback in the image back to the dirt road in front of the small building, positioned slightly to the right and facing forward."
local_add,00145,IntelligentVBench/videos/TIV2V/00145.mp4,IntelligentVBench/images/TIV2V/00145.png,"add the plush duck toy in the image onto the blue couch, positioned to the right of the child and in front of the blue patterned pillow."
local_add,00146,IntelligentVBench/videos/TIV2V/00146.mp4,IntelligentVBench/images/TIV2V/00146.png,"add the seated person in the image back into the hospital bed, facing the doctor."
local_add,00147,IntelligentVBench/videos/TIV2V/00147.mp4,IntelligentVBench/images/TIV2V/00147.png,"add the seated man in the image on the left side of the curved desk, body angled toward the center"
local_add,00148,IntelligentVBench/videos/TIV2V/00148.mp4,IntelligentVBench/images/TIV2V/00148.png,add the white hatchback car in the image that moves with the shadow on the left of the centerline.
local_add,00149,IntelligentVBench/videos/TIV2V/00149.mp4,IntelligentVBench/images/TIV2V/00149.png,"Add the small bird in the image perched on the banana slice tied to the branch, constantly twitching its head."
local_add,00150,IntelligentVBench/videos/TIV2V/00150.mp4,IntelligentVBench/images/TIV2V/00150.png,add the person in the image seated next to the person in the wheelchair.
local_add,00151,IntelligentVBench/videos/TIV2V/00151.mp4,IntelligentVBench/images/TIV2V/00151.png,"add the dark wooden stool in the image to the right side, positioned in front of the easel with the colorful painting."
local_add,00152,IntelligentVBench/videos/TIV2V/00152.mp4,IntelligentVBench/images/TIV2V/00152.png,"add the seated person in the image on the right side of the boat deck, facing the water and cityscape."
local_add,00153,IntelligentVBench/videos/TIV2V/00153.mp4,IntelligentVBench/images/TIV2V/00153.png,"add the young boy in the image to stand on the red carpet to the left, facing slightly right, with the festival backdrop and crowd visible behind him."
local_add,00154,IntelligentVBench/videos/TIV2V/00154.mp4,IntelligentVBench/images/TIV2V/00154.png,"add the person in the image sitting in the driver's seat of the yellow car, resting their left arm on the window and looking slightly to the right."
local_add,00155,IntelligentVBench/videos/TIV2V/00155.mp4,IntelligentVBench/images/TIV2V/00155.png,add the person in the image to hold a small object at eye level on the left side of the white couch.
local_add,00156,IntelligentVBench/videos/TIV2V/00156.mp4,IntelligentVBench/images/TIV2V/00156.png,"add the man in the image on the left, facing the yellow convertible car in the garage."
local_add,00157,IntelligentVBench/videos/TIV2V/00157.mp4,IntelligentVBench/images/TIV2V/00157.png,"add the parrot in the image perched on a branch inside a wire cage, receiving a piece of cucumber from a human hand reaching through the cage bars."
local_add,00158,IntelligentVBench/videos/TIV2V/00158.mp4,IntelligentVBench/images/TIV2V/00158.png,"add the potted plant in the image onto the top of the gray cabinet in the background, positioned near the red and white object."
local_add,00159,IntelligentVBench/videos/TIV2V/00159.mp4,IntelligentVBench/images/TIV2V/00159.png,add the white car in the image driving on the dirt road
local_add,00160,IntelligentVBench/videos/TIV2V/00160.mp4,IntelligentVBench/images/TIV2V/00160.png,add the woman in the image to stand to the left of the man and look at the man.
local_add,00161,IntelligentVBench/videos/TIV2V/00161.mp4,IntelligentVBench/images/TIV2V/00161.png,"add the young girl in the image standing in the tree hollow, secretly giggling behind her hand."
local_add,00162,IntelligentVBench/videos/TIV2V/00162.mp4,IntelligentVBench/images/TIV2V/00162.png,add the young girl in the image to stand to the right of the boy and to the left of the cow.
local_add,00163,IntelligentVBench/videos/TIV2V/00163.mp4,IntelligentVBench/images/TIV2V/00163.png,"add the person in the image walking steadily with the woman, positioned in the center-right along the cherry blossom pathway."
local_add,00164,IntelligentVBench/videos/TIV2V/00164.mp4,IntelligentVBench/images/TIV2V/00164.png,add the plant in the image to the right side near the window.
local_add,00165,IntelligentVBench/videos/TIV2V/00165.mp4,IntelligentVBench/images/TIV2V/00165.png,add the silver sedan in the image parked at the roadside
local_add,00166,IntelligentVBench/videos/TIV2V/00166.mp4,IntelligentVBench/images/TIV2V/00166.png,add the flower in the image to the windowsill on the right side.
local_add,00167,IntelligentVBench/videos/TIV2V/00167.mp4,IntelligentVBench/images/TIV2V/00167.png,"add the animated character in the image standing confidently in front of the red fire truck, talking to the camera."
local_add,00168,IntelligentVBench/videos/TIV2V/00168.mp4,IntelligentVBench/images/TIV2V/00168.png,"add the person in the image standing on the poolside patio near the woman in blue pants, interacting with her."
local_add,00169,IntelligentVBench/videos/TIV2V/00169.mp4,IntelligentVBench/images/TIV2V/00169.png,"add the man in the image holding a phone to his ear, seated at the wooden desk with laptop and papers."
local_add,00170,IntelligentVBench/videos/TIV2V/00170.mp4,IntelligentVBench/images/TIV2V/00170.png,"add the black dog in the image, sitting attentively on the pavement in front of the man."
local_add,00171,IntelligentVBench/videos/TIV2V/00171.mp4,IntelligentVBench/images/TIV2V/00171.png,"add the man in the image standing on the cobblestone pavement, facing the woman and dancing with her."
local_add,00172,IntelligentVBench/videos/TIV2V/00172.mp4,IntelligentVBench/images/TIV2V/00172.png,"add the man in the image on the left, facing right toward the seated woman, hands clasped in front and then organizing his clothes."
local_add,00173,IntelligentVBench/videos/TIV2V/00173.mp4,IntelligentVBench/images/TIV2V/00173.png,"add the man in the image standing on the right side of the street corner, talking to the woman."
local_add,00174,IntelligentVBench/videos/TIV2V/00174.mp4,IntelligentVBench/images/TIV2V/00174.png,add the person in the image walking with the woman in the center.
local_add,00175,IntelligentVBench/videos/TIV2V/00175.mp4,IntelligentVBench/images/TIV2V/00175.png,"add the man in the image standing on the right side with dynamic posture and expressive gestures, in front of the green-paneled wall and beside the reception counter."
local_add,00176,IntelligentVBench/videos/TIV2V/00176.mp4,IntelligentVBench/images/TIV2V/00176.png,"add the silver car in the image onto the dirt road near the lake, keeping still."
local_add,00177,IntelligentVBench/videos/TIV2V/00177.mp4,IntelligentVBench/images/TIV2V/00177.png,"add the small animated figure in the image, standing on the dirt path in front of the bear, with her body facing forward and head slightly tilted upward."
local_add,00178,IntelligentVBench/videos/TIV2V/00178.mp4,IntelligentVBench/images/TIV2V/00178.png,add the young girl in the image to stand in the center of the group of characters and behind them.
local_add,00179,IntelligentVBench/videos/TIV2V/00179.mp4,IntelligentVBench/images/TIV2V/00179.png,"add the small dog in the image running on the paved plaza, following closely behind the person."
local_add,00180,IntelligentVBench/videos/TIV2V/00180.mp4,IntelligentVBench/images/TIV2V/00180.png,"add jovial santa claus in the image to the center, with speech bubble 'merry christmas' above head, surrounded by gift bags and ornaments against red sparkling background."
local_add,00181,IntelligentVBench/videos/TIV2V/00181.mp4,IntelligentVBench/images/TIV2V/00181.png,"add the man in the image, standing on the left and introducing the car."
local_add,00182,IntelligentVBench/videos/TIV2V/00182.mp4,IntelligentVBench/images/TIV2V/00182.png,"add the woman in the image back onto the sofa, positioned between the woman in the pink dress and the man in the dark blazer."
local_add,00183,IntelligentVBench/videos/TIV2V/00183.mp4,IntelligentVBench/images/TIV2V/00183.png,"add the white lace tablecloth in the image onto the round table, covering its surface."
