index,subject_img_1,subject_img_2,subject_img_3,background_img,prompt
00011,IntelligentVBench/images/Compositional_MI2V/subject3/00011_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00011_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00011_subject3.png,,"The camera slowly zooms in on the blue Lowe's bucket from the first image that contains the muddy plastic bottle from the second image. The wooden plank from the third image rests against the side of the blue Lowe's bucket. As the camera moves forward, both the blue Lowe's bucket and its contents grow progressively larger within the frame."
00012,IntelligentVBench/images/Compositional_MI2V/subject3/00012_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00012_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00012_subject3.png,,"The man in the first image laughs heartily, briefly pointing forward before lowering his arm. The woman in the second image looks up from her phone and speaks animatedly, smiling. The man in the third image talks continuously, gesturing expressively with his right hand."
00013,IntelligentVBench/images/Compositional_MI2V/subject3/00013_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00013_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00013_subject3.png,,"A man in the first image releases a small black ball into a yellow toy mat, then walks away. The orange cat in the second image turns from back to front and approaches the toys. The gray and white cat in the third image stands nearby, watching silently."
00014,IntelligentVBench/images/Compositional_MI2V/subject3/00014_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00014_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00014_subject3.png,,"The yellow bowtie pasta in the first image, the red bowtie pasta in the second image, and the green bowtie pasta in the third image shift across the screen as the camera pans slowly upwards and to the left, revealing more of each colored strand against the others."
00015,IntelligentVBench/images/Compositional_MI2V/subject3/00015_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00015_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00015_subject3.png,,"The man in the first image, the woman in the second image, and the man in the third image stand closely together, smiling and gazing at a smartphone in their hands. They make slight head adjustments but remain still, engrossed in the screen. The camera slowly pulls away, widening the view to show more of their upper bodies."
00016,IntelligentVBench/images/Compositional_MI2V/subject3/00016_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00016_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00016_subject3.png,,"The man in the first image talks animatedly, initially pointing his thumb upwards. Then, he reaches across the table, moves the container of spinach in the second image away, picks up the bag of quinoa in the third image."
00017,IntelligentVBench/images/Compositional_MI2V/subject3/00017_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00017_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00017_subject3.png,,"The white electric car in the first image drives forward steadily. The blue city bus in the second image follows closely behind. The black SUV in the third image suddenly drives by, gradually moving out of sight."
00018,IntelligentVBench/images/Compositional_MI2V/subject3/00018_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00018_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00018_subject3.png,,"The scene shifts as the camera slowly pans upward and to the right, raising the white wicker desk in the first image, the beige handbag in the second image, and the black wine bottle in the third image higher in the frame and revealing more of the surrounding furniture."
00019,IntelligentVBench/images/Compositional_MI2V/subject3/00019_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00019_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00019_subject3.png,,"The man with purple hair in the first image talks and gestures, then clasps his hands and takes the wrist of the girl in the second image. The girl in the second image lifts her head slightly. The man in the third image raises his tattooed arms, moves them rhythmically."
00020,IntelligentVBench/images/Compositional_MI2V/subject3/00020_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00020_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00020_subject3.png,,"The pregnant woman in the first image smiles gently as she gazes forward. The man in the second image holds her close, smiling tenderly at her. The boy in the third image stands beside them, smiling slightly."
00021,IntelligentVBench/images/Compositional_MI2V/subject3/00021_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00021_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00021_subject3.png,,The man in the first image opens his mouth slightly while looking forward. The girl in the second image bows her head down toward the table. The man in the third image extends his left arm and rests it on the chair behind the girl.
00022,IntelligentVBench/images/Compositional_MI2V/subject3/00022_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00022_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00022_subject3.png,,"The boy in the first image smiles, blinks, and opens his mouth slightly. The baby in the second image holds its teddy bear, blinks, and claps. The girl in the third image smiles, blinks, and moves her hands toward her chest."
00023,IntelligentVBench/images/Compositional_MI2V/subject3/00023_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00023_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00023_subject3.png,,The man in the first image opens his mouth wide in laughter before leaning back slightly. The woman in the second image laughs heartily while taking control of a small bottle filled with red liquid. The person in the third image uses both hands to unscrew the cap of the bottle being held by the woman.
00024,IntelligentVBench/images/Compositional_MI2V/subject3/00024_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00024_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00024_subject3.png,,"The camera pans across the hamburger in the first image, the chicken drumstick in the second image, and the tater tots in the third image on a paper plate, with the perspective shifting to highlight each item as the view moves."
00025,IntelligentVBench/images/Compositional_MI2V/subject3/00025_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00025_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00025_subject3.png,,"The man in the first image, who is speaking throughout the sequence,  gestures toward different items on the table including a cardboard box in the second image and then a green-wrapped container in the third image. He also reaches out to touch the green-wrapped container in the third image behind him."
00026,IntelligentVBench/images/Compositional_MI2V/subject3/00026_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00026_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00026_subject3.png,,"The woman in the first image stands at a stovetop, using the spatula in the second image held in her right hand to stir the shredded cheese in the third image in a black frying pan."
00027,IntelligentVBench/images/Compositional_MI2V/subject3/00027_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00027_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00027_subject3.png,,"The woman in the first image playfully moves the plush toy in the second image back and forth, revealing its cute face before lowering it again. The woman in the third image, who starts with an unimpressed scowl, gradually smiles."
00028,IntelligentVBench/images/Compositional_MI2V/subject3/00028_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00028_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00028_subject3.png,,"The man in the first image holds a camera, smiling gently. The black and white dog in the second image sits patiently. The brown and white dog in the third image blinks slowly, its ears twitching slightly."
00029,IntelligentVBench/images/Compositional_MI2V/subject3/00029_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00029_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00029_subject3.png,,"The girl in the first image holds a blue toy mouse and smiles at the tiger in the second image. The tiger in the second image looks at the girl, picks the toy mouse up with both hands, lifts it over his head. The bird in the third image on the right blinks continuously."
00030,IntelligentVBench/images/Compositional_MI2V/subject3/00030_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00030_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00030_subject3.png,,The woman in the first image moves closer and opens her mouth to speak. The woman in the second image tilts her head down while looking at a laptop screen. The man in the third image holds the laptop steady and focuses on its screen.
00031,IntelligentVBench/images/Compositional_MI2V/subject3/00031_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00031_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00031_subject3.png,,The giraffe in the first image lowers its head and closes its eyes happily while holding pink heart-shaped balloons. The elephant in the second image raises and slightly moves its trunk. The two avocados in the third image show surprise.
00032,IntelligentVBench/images/Compositional_MI2V/subject3/00032_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00032_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00032_subject3.png,,"The man in the first image initially stands between two parked cars, then  walkw away to the right. Subsequently, both the red sports car in the second image and the black sports car in the third image begin to drive forward down the asphalt track, accelerating away from the starting line."
00033,IntelligentVBench/images/Compositional_MI2V/subject3/00033_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00033_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00033_subject3.png,,"The large blue and purple furry monster in the first image runs while holding the small child in the second image, dragging the one-eyed green monster in the third image with its other hand."
00034,IntelligentVBench/images/Compositional_MI2V/subject3/00034_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00034_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00034_subject3.png,,The woman in the first image holds the girl in the second image on a beach as the wave in the third image interacts with them.
00035,IntelligentVBench/images/Compositional_MI2V/subject3/00035_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00035_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00035_subject3.png,IntelligentVBench/images/Compositional_MI2V/subject3/00035_background.png,"The man in the first image, the man in the second image, and the man in the third image walk forward together on a staircase while examining documents they hold in their hands over the background shown in the fourth image."
00036,IntelligentVBench/images/Compositional_MI2V/subject3/00036_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00036_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00036_subject3.png,IntelligentVBench/images/Compositional_MI2V/subject3/00036_background.png,"The woman in the first image, the man in the second image, and the young girl in the third image, all dressed festively for Christmas, dance joyfully over the background shown in the fourth image."
00037,IntelligentVBench/images/Compositional_MI2V/subject3/00037_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00037_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00037_subject3.png,IntelligentVBench/images/Compositional_MI2V/subject3/00037_background.png,"The man in the first image points downwards, then opens his mouth widely in an expression of excitement over the background shown in the fourth image. The man in the second image looks between the others, and briefly clasps his hands together. The man in the third image talks animatedly, turning his head to face each person, gesturing with his right hand, and raising his eyebrows."
00038,IntelligentVBench/images/Compositional_MI2V/subject3/00038_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00038_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00038_subject3.png,IntelligentVBench/images/Compositional_MI2V/subject3/00038_background.png,The girl with blue hair in the first image keeps her hands over her face while holding a blue smartphone over the background in the fourth image. The girl in the second image and the girl in the third image are having a cheerful conversation.
00039,IntelligentVBench/images/Compositional_MI2V/subject3/00039_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00039_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00039_subject3.png,IntelligentVBench/images/Compositional_MI2V/subject3/00039_background.png,"The white ghost-like creature from the first image floats upward, tilting and turning over the background of the fourth image. Meanwhile, the girl in the second image and the green monster in the third image each hold an ice cream popsicle, smiling as they look up at the floating ghost."
00040,IntelligentVBench/images/Compositional_MI2V/subject3/00040_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00040_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00040_subject3.png,IntelligentVBench/images/Compositional_MI2V/subject3/00040_background.png,"The cow in the first image, the cow in the second image and the cow in the third image graze in a field over the background in the fourth image."
00041,IntelligentVBench/images/Compositional_MI2V/subject3/00041_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00041_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00041_subject3.png,IntelligentVBench/images/Compositional_MI2V/subject3/00041_background.png,"The pig in the first image, the pig in the second image, and the pig in the third image are dancing happily over the background in the fourth image."
00042,IntelligentVBench/images/Compositional_MI2V/subject3/00042_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00042_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00042_subject3.png,IntelligentVBench/images/Compositional_MI2V/subject3/00042_background.png,"The boy in the first image holds his blue book and talks over the background in the fourth image. The girl in the second image, holding a menorah-themed book, talks back, points at the boy in the first image, touches her chin thoughtfully, then runs off-screen. The dog in the third image sits beside them, wagging its tail slightly and blinking."
00043,IntelligentVBench/images/Compositional_MI2V/subject3/00043_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00043_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00043_subject3.png,IntelligentVBench/images/Compositional_MI2V/subject3/00043_background.png,"The orange dog in the first image sits down on its sun lounger, adopting a relaxed posture with a smile over the background shown in the fourth image. The pink rabbit in the second image stays put. The green cat in the third image begins to talk, displaying an expressive face."
00044,IntelligentVBench/images/Compositional_MI2V/subject3/00044_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00044_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00044_subject3.png,IntelligentVBench/images/Compositional_MI2V/subject3/00044_background.png,"The camera pans right, sequentially revealing the blue car in the first image, the pink car in the second image, and the red car in the third image."
00045,IntelligentVBench/images/Compositional_MI2V/subject3/00045_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00045_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00045_subject3.png,IntelligentVBench/images/Compositional_MI2V/subject3/00045_background.png,"The purple electric guitar in the first image, the acoustic guitar in the second image, and the green electric guitar in the third image glow with a soft, ethereal purple light over the background shown in the fourth image."
00046,IntelligentVBench/images/Compositional_MI2V/subject3/00046_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00046_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00046_subject3.png,IntelligentVBench/images/Compositional_MI2V/subject3/00046_background.png,"The girl in the first image, the girl in the second image, and the girl in the third image, initially standing still together over the background shown in the fourth image, begin to dance joyfully by holding hands."
00047,IntelligentVBench/images/Compositional_MI2V/subject3/00047_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00047_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00047_subject3.png,IntelligentVBench/images/Compositional_MI2V/subject3/00047_background.png,"The red superhero in the first image turns and runs away from the others across the background in the fourth image. The blue superhero in the second image stands still, watching the red superhero in the first image leave. The green superhero in the third image moves out of view to the left after the red superhero in the first image runs past."
00048,IntelligentVBench/images/Compositional_MI2V/subject3/00048_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00048_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00048_subject3.png,IntelligentVBench/images/Compositional_MI2V/subject3/00048_background.png,"The man in the first image looks intently at the laptop screen, mouth moving slightly over the background in the fourth image. The girl in the second image sits beside him, expression somber, gazing downward. The woman in the third image opens her mouth to talk, leaning forward, and turning her attention toward the others, her face showing concern."
00049,IntelligentVBench/images/Compositional_MI2V/subject3/00049_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00049_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00049_subject3.png,IntelligentVBench/images/Compositional_MI2V/subject3/00049_background.png,"The woman in the first image talks continuously over the background in the fourth image. The woman in the second image smiles. The woman in the third image talks intensely, gesturing with both hands open toward each other."
00050,IntelligentVBench/images/Compositional_MI2V/subject3/00050_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00050_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00050_subject3.png,IntelligentVBench/images/Compositional_MI2V/subject3/00050_background.png,"The man in the first image opens his mouth wide over the background shown in the fourth image. The woman in the second image raises her head, revealing she was carrying a wooden tray laden with red items, then turns slightly forward. The man in the third image finishes sipping from his cup and lowers it."
00051,IntelligentVBench/images/Compositional_MI2V/subject3/00051_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00051_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00051_subject3.png,IntelligentVBench/images/Compositional_MI2V/subject3/00051_background.png,"The woman in the first image talks expressively, using hand gestures over the background in the fourth image. The man in the second image listens intently, reaches across the table, picks up the bag of popcorn in the third image, and then sets it back down beside other bags on the table."
00052,IntelligentVBench/images/Compositional_MI2V/subject3/00052_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00052_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00052_subject3.png,IntelligentVBench/images/Compositional_MI2V/subject3/00052_background.png,"The sheep in the first image, the pig in the second image, and the car in the third image walk forward over the background of the fourth image."
00053,IntelligentVBench/images/Compositional_MI2V/subject3/00053_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00053_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00053_subject3.png,IntelligentVBench/images/Compositional_MI2V/subject3/00053_background.png,"The pink quilted handbag in the first image, the green quilted handbag in the second image, and the blue quilted handbag in the third image remain stationary but shift slightly in the frame due to the camera's slow upward movement over the background in the fourth image."
00054,IntelligentVBench/images/Compositional_MI2V/subject3/00054_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00054_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00054_subject3.png,IntelligentVBench/images/Compositional_MI2V/subject3/00054_background.png,The brown bear in the first image stands still with a shocked expression over the background in the fourth image. The brown bear in the second image holds the squirrel in the third image with little movement.
00055,IntelligentVBench/images/Compositional_MI2V/subject3/00055_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00055_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00055_subject3.png,IntelligentVBench/images/Compositional_MI2V/subject3/00055_background.png,"The woman in the first image, the man in the second image, and the boy in the third image walk together across a wet plaza over the background shown in the fourth image."
00056,IntelligentVBench/images/Compositional_MI2V/subject3/00056_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00056_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00056_subject3.png,IntelligentVBench/images/Compositional_MI2V/subject3/00056_background.png,"The woman in the first image holds up a target sheet and talks animatedly, her expression changing, against the background in the fourth image. The man in the second image smiles and raises his right hand. The woman in the third image laughs joyfully, leaning on the man in the second image."
00057,IntelligentVBench/images/Compositional_MI2V/subject3/00057_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00057_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00057_subject3.png,IntelligentVBench/images/Compositional_MI2V/subject3/00057_background.png,The woman in the first image holds the yellow flower in the second image and the red flower in the third image toward the camera as she talks over the background in the fourth image.
00058,IntelligentVBench/images/Compositional_MI2V/subject3/00058_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00058_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00058_subject3.png,IntelligentVBench/images/Compositional_MI2V/subject3/00058_background.png,"The woman in the first image, the woman in the second image, and the woman in the third image are laughing and talking in the image, with the background shown in the fourth image. Their expressions remain happy and engaged."
00059,IntelligentVBench/images/Compositional_MI2V/subject3/00059_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00059_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00059_subject3.png,IntelligentVBench/images/Compositional_MI2V/subject3/00059_background.png,"The man in the first image holds a microphone near the man in the second image, talking and gesturing with his free hand over the background in the fourth image. The man in the second image listens, then speaks, with his hands holding a drink. The woman in the third image watches with a constant smile."
00060,IntelligentVBench/images/Compositional_MI2V/subject3/00060_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00060_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00060_subject3.png,IntelligentVBench/images/Compositional_MI2V/subject3/00060_background.png,"The girl in the first image and the girl in the second image crack open the purple egg in the third image, revealing its contents. Upon opening it, both girls react with wide-eyed surprise and joy."
00061,IntelligentVBench/images/Compositional_MI2V/subject3/00061_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00061_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00061_subject3.png,IntelligentVBench/images/Compositional_MI2V/subject3/00061_background.png,"The man in the first image, initially dancing joyfully over the background shown in the fourth image, transitions into helping the boy in the second image get onto the pink playhouse. Meanwhile, the girl in the third image dances energetically beside them, moving around the base of the playhouse."
00062,IntelligentVBench/images/Compositional_MI2V/subject3/00062_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00062_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00062_subject3.png,IntelligentVBench/images/Compositional_MI2V/subject3/00062_background.png,"The woman in the first image talks while looking at herself in the mirror in the second image over the background shown in the fourth image. Subsequently, she reaches for a makeup brush in the third image on the table, dips its tip into a palette held by her other hand, and begins to apply makeup to her face."
00063,IntelligentVBench/images/Compositional_MI2V/subject3/00063_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00063_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00063_subject3.png,IntelligentVBench/images/Compositional_MI2V/subject3/00063_background.png,The man in the first image and the woman in the second image talk with mouths opening and closing over the background in the fourth image. The drone in the third image rotates steadily clockwise.
00064,IntelligentVBench/images/Compositional_MI2V/subject3/00064_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00064_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00064_subject3.png,IntelligentVBench/images/Compositional_MI2V/subject3/00064_background.png,"The girl with red hair in the first image talks animatedly, her mouth moving and expression energetic over the background in the fourth image. The boy with black hair in the second image turns slightly toward the boy with green hair in the third image and laughs heartily, mouth open wide."
00065,IntelligentVBench/images/Compositional_MI2V/subject3/00065_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00065_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00065_subject3.png,IntelligentVBench/images/Compositional_MI2V/subject3/00065_background.png,The blue robotic cat in the first image opens its mouth wide in laughter while leaning toward the potted plant in the third image over the background in the fourth image. The boy in the second image squints and opens his mouth wide in surprise.
00066,IntelligentVBench/images/Compositional_MI2V/subject3/00066_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00066_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00066_subject3.png,IntelligentVBench/images/Compositional_MI2V/subject3/00066_background.png,The man in the first image talks animatedly to the camera against the background in the fourth image. The man in the second image keeps his thumbs-up pose and smiles. The woman in the third image stands between them.
00067,IntelligentVBench/images/Compositional_MI2V/subject3/00067_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00067_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00067_subject3.png,IntelligentVBench/images/Compositional_MI2V/subject3/00067_background.png,"The man in the first image talks, raises his hand to his chin thoughtfully over the background shown in the fourth image. The woman in the second image holds a glass bottle, drinks, and smiles. The man in the third image stands beside them, watching  as they interact."
00068,IntelligentVBench/images/Compositional_MI2V/subject3/00068_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00068_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00068_subject3.png,IntelligentVBench/images/Compositional_MI2V/subject3/00068_background.png,"The woman with green curly hair in the first image holds the perfume bottle in the second image in one hand and the small jar with a silver lid in the third image in the other, over the background shown in the fourth image. She blinks, purses her lips, and looks around."
00069,IntelligentVBench/images/Compositional_MI2V/subject3/00069_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00069_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00069_subject3.png,IntelligentVBench/images/Compositional_MI2V/subject3/00069_background.png,"The blue bus from the first image and the purple bus from the second image are driving on the road shown in the background of the fourth image, while the cow from the second image is walking on the grass."
00070,IntelligentVBench/images/Compositional_MI2V/subject3/00070_subject1.png,IntelligentVBench/images/Compositional_MI2V/subject3/00070_subject2.png,IntelligentVBench/images/Compositional_MI2V/subject3/00070_subject3.png,IntelligentVBench/images/Compositional_MI2V/subject3/00070_background.png,"The car in the first image, the vehicle in the second image, and the green vehicle in the third image drive forward down the road over the background shown in the fourth image."
